RUT,NOMBRE,CLASIFICACION
76636169-2,VISIÓN SEGURIDAD Y SERVICIOS LIMITADA EN LIQUIDACIÓN,OTRO MUNICIPAL
76636502-7,SERVICIOS INTEGRALES DE SEGURIDAD JEAMES VERA VERA E.I.R.L.,OTRO MUNICIPAL
76636540-K,NUNEZ Y PRADO SERVICIOS PROFESIONALES DE LA SALUD LIMITADA,OTRO MUNICIPAL
76636647-3,SOLUCIONES EN ASEO LIMITADA,OTRO MUNICIPAL
76636648-1,CONECTIVIDAD Y SOLUCIONES INEGRALES CLICK SEGURIDAD SPA,OTRO MUNICIPAL
76636700-3,EDUCACION ANA MARIA TERESA ARAOS CAMPO E.I.R.L.,OTRO MUNICIPAL
76637025-K,ACCION PROTEGE SEGURIDAD ELECTRONICA LIMITADA,OTRO MUNICIPAL
76637540-5,SYMNETICS EDUCACION DE RESPONSABILIDAD LIMITADA,OTRO MUNICIPAL
76637871-4,"PRODUCCIÓN DE EVENTOS, CHARLAS Y CATERING SALUDABLE , DANILO GONZÁLEZ MANSILLA E",OTRO MUNICIPAL
76638002-6,SALUD OCUPACIONAL Y ERGONOMÍA OSCAR ALEXIS ARÁNGUEZ JIMÉNEZ EMPRESA INDIVIDUAL D,OTRO MUNICIPAL
76638179-0,SERVICIO DE TRANSPORTE Y SALUD LIMITADA,OTRO MUNICIPAL
76638309-2,"COMERCIALIZADORA DE LAMINAS DE SEGURIDAD Y ACCESORIOS AUTOMOTRICES, SERGIO ENRIQ",OTRO MUNICIPAL
76638480-3,SOCIEDAD EDUCACIONAL HERMOSILLA Y VELASQUEZ LIMITADA,OTRO MUNICIPAL
76638588-5,FUEGO Y SEGURIDAD JESSICA PASTENES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITAD,OTRO MUNICIPAL
76638818-3,SEGURIDAD ELECTRONICA Y DIGITAL SEGMAT LIMITADA,OTRO MUNICIPAL
76639211-3,ESTABLECIMIENTO EDUCACIONAL ERIKA SOTO BETANCOURT EMPRESA INDIVIDUAL DE RESPONSA,OTRO MUNICIPAL
76639840-5,SISTEMAS ELECTRONICOS DE SEGURIDAD Y TELECOMUNICACIONES MICROTEL LTDA.,OTRO MUNICIPAL
76640420-0,CNSLT CAPAC Y DESARROLLO EN GESTION EDUCACIONAL Y EMPRESARIAL EBS TECNOLOGIA LTD,OTRO MUNICIPAL
76640434-0,SALUD A TU ALCANCE SPA,OTRO MUNICIPAL
76640487-1,"SERVICIOS DE SEGURIDAD PRIVADA, PEDRO ALFONSO  MANSILLA VERA, E.I.R.L.",OTRO MUNICIPAL
76640517-7,"MARCO LAGOS GAJARDO MATERIAS INHERENTES A SEGURIDAD PRIVADA, E.I.R.L.",OTRO MUNICIPAL
76640722-6,S&C ASEO INDUSTRIAL SPA,OTRO MUNICIPAL
76640776-5,CENTRO DE SALUD INTEGRAL TIKAY SPA,OTRO MUNICIPAL
76640935-0,SOLUCIONES TODO ASEO SPA,OTRO MUNICIPAL
76640974-1,LAMINAS SEGURIDAD CHILE SPA,OTRO MUNICIPAL
76641122-3,SERVICIOS INTEGRALES DE SEGURIDAD Y ELECTRICIDAD FELIPE VÁSQUEZ EMPRESA INDIVIDU,OTRO MUNICIPAL
76641320-K,"SOCIEDAD EDUCACIONAL RODRIGUEZ, NOVA, VIVANCO Y MORENO LIMITADA",OTRO MUNICIPAL
76641398-6,VENTAS DE ALMACÉN Y ALIMENTOS SALUDABLES JORGE CARRILLO EMPRESA INDIVIDUAL DE RE,OTRO MUNICIPAL
76641401-K,CRYSTIAN FABIAN SANCHEZ ORTIZ SERVICIOS EDUCACIONALES ESCUELA DE ASTRONAUTAS E.I,OTRO MUNICIPAL
76641527-K,AGENCIA DE SEGURIDAD ALIMENTARIA LIMITADA,OTRO MUNICIPAL
76642434-1,TECNICO EN SEGURIDAD ELECTRONICA Y CONSTRUCCION TASEC LIMITADA,OTRO MUNICIPAL
76642688-3,BIENESTAR Y SALUD SPA,OTRO MUNICIPAL
76642903-3,SERVICIOS DE SALUD GENERALES LIMITADA,OTRO MUNICIPAL
76643011-2,SERVICIOS INTEGRALES DE ASEO SAN LEÓN LIMITADA,OTRO MUNICIPAL
76643075-9,JACOB BALBOA SAN MARTIN EQUIPOS COMUNICACION Y SEGURIDAD EMPRESA INDIVIDUAL DE R,OTRO MUNICIPAL
76643124-0,SISTEMAS DE ALARMA Y SEGURIDAD ELECTRONICA JUAN EMILIO TORO BALMACEDA LIMITADA,OTRO MUNICIPAL
76643288-3,COMERCIALIZADORA DE  PRODUCTOS  DE ASEO CARMEN LUISA CASTILLO DÍAZ EMPRESA INDIV,OTRO MUNICIPAL
76643830-K,SERVICIOS TRANSITORIOS DE ENFERMERIA SUTHERLAND Y PUEBLA LIMITADA,OTRO MUNICIPAL
76644264-1,"DISTRIBUIDORA ARTICULOS DE ASEO, PERFUMERIA, ABARROTES Y LACTEOS  JOSE LUIS CARV",OTRO MUNICIPAL
76645181-0,ANGELA GOMEZ SEGURIDAD PRIVADA E.I.R.L.,OTRO MUNICIPAL
76645198-5,COMERCIALIZADORA SEGURIDAD INDUSTRIAL ISOPREVENT LIMITADA,OTRO MUNICIPAL
76646050-K,SOCIEDAD EDUCACIONAL EDUCARTE LIMITADA,OTRO MUNICIPAL
76646504-8,SERVICIOS Y ASEOS INDUSTRIALES MARIA MONICA CORNEJO QUEZADA EMPRESA INDIVIDUAL D,OTRO MUNICIPAL
76646654-0,"SERVICIOS DE IMPRESION , Y ASEO DE EDIFICIOS ANGEL LIMITADA",OTRO MUNICIPAL
76646803-9,SERVICIOS PROFESIONALES HOME SALUD LIMITADA,OTRO MUNICIPAL
76646936-1,EMPRESA DE SEGURIDAD DEFENSA COBRA SPA,OTRO MUNICIPAL
76646941-8,JAAC SEGURIDAD LIMITADA,OTRO MUNICIPAL
76647014-9,SOCIEDAD SALUD PROACTIVA LIMITADA,OTRO MUNICIPAL
76647049-1,CENTRO DE ESTETICA Y SALUD KIDE SPA,OTRO MUNICIPAL
76647115-3,P Y P SERVICIOS DE SEGURIDAD SPA,OTRO MUNICIPAL
76647255-9,"SEGURIDAD PRIVADA, LORENZO CALBILLAN MELIN   E.I.R.L.",OTRO MUNICIPAL
76647392-K,JOSE HUGO CARRILLO IBAÑEZ ART. DE SEGURIDAD Y REPUESTOS E.I.R.L.,OTRO MUNICIPAL
76647519-1,R.S ENTRENAMIENTO Y SALUD SPA,OTRO MUNICIPAL
76647524-8,COMERCIALIZADORA SALUD NATIVA LIMITADA,OTRO MUNICIPAL
76648326-7,CHRISER TROPAN SEGURIDAD SPA,OTRO MUNICIPAL
76648430-1,EMPRESA DE SEGURIDAD RIVIMAR LIMITADA,OTRO MUNICIPAL
76648545-6,SOCIEDAD  TRANCURA  SEGURIDAD LIMITADA,OTRO MUNICIPAL
76648625-8,SERVICIOS DE SALUD DEL SOL LIMITADA,OTRO MUNICIPAL
76648726-2,ASESORIAS INTEGRALES EN NUTRICION Y VIDA SALUDABLE R&P LIMITADA,OTRO MUNICIPAL
76648753-K,REPARACION Y INSTALACION SISTEMA DE SEGURIDAD   CRISTIAN QUEZADA MALDONADO EMPRE,OTRO MUNICIPAL
76649014-K,"JUAN CARLOS CORTES OSORIO, TELECOMUNICACIONES, SEGURIDAD, E INGENIERIA, EMPRESA",OTRO MUNICIPAL
76649120-0,CENTRO EDUCACIONAL NUEVA SAVIA LTDA,OTRO MUNICIPAL
76649217-7,SOCIEDAD EDUCACIONAL CFC SPA,OTRO MUNICIPAL
76649425-0,SEKURUS SEGURIDAD SPA,OTRO MUNICIPAL
76649619-9,PAMAR SERVICIOS DE ASEO INTEGRAL MARCELA DELCARMEN CORNEJO MACHUCA EMPRESA INDIV,OTRO MUNICIPAL
76649717-9,JUAN ITURRIETA &  LIDIA MUÑOZ ASEO Y MANTENCION DE VEHICULOS LIMITADA,OTRO MUNICIPAL
76649836-1,SEGURIDAD MANUEL PINO FUENTES E.I.R.L.,OTRO MUNICIPAL
76650541-4,LM IMPERIO SALUDABLE SPA,OTRO MUNICIPAL
76650773-5,RR SERVICIOS DE  ASEOS  INTEGRALES  SPA,OTRO MUNICIPAL
76651210-0,SOCIEDAD EDUCACIONAL COEDUC LIMITADA,OTRO MUNICIPAL
76651341-7,SOCIEDAD EDUCACIONAL MI CUNCUNITA AMARILLA SPA,OTRO MUNICIPAL
76651623-8,SERVICIOS DE SEGURIDAD ALEX OSVALDO PARRAGUEZ DONOSO E.I.R.L.,OTRO MUNICIPAL
76651721-8,"ECOMED - ENDOSCOPIA, COLONOSCOPIA Y SERVICIOS DE SALUD SPA",OTRO MUNICIPAL
76651884-2,"SEGURIDAD PRIVADA, CLAUDIA ANDREA OYARZO MANSILLA, EMPRESA INDIVIDUAL DE RESPONS",OTRO MUNICIPAL
76652111-8,CRISTINA DELGADO HERRERA VENTA DE PAPELES INDUSTRIALES Y PRODUCTOS DE ASEO E.I.R,OTRO MUNICIPAL
76652701-9,SERVICIO DE ASEO INDUSTRIAL DAVID FREDES GALLARDO EMPRESA INDIVIDUAL DE RESPONSA,OTRO MUNICIPAL
76652772-8,SEGURIDAD INDUSTRIAL CASABLANCA SPA,OTRO MUNICIPAL
76653146-6,SERVICIOS EDUCACIONALES LIMITADA,OTRO MUNICIPAL
76653489-9,SERVICIOS DE ASEO Y LIMPIEZA INDUSTRIAL HECTOR VIDAL E.I.R.L.,OTRO MUNICIPAL
76653696-4,"EMPRESA DE LAVADO Y ASEO DE VEHICULOS AUTOMOTORES, ASEO EN GENERAL, MOVIMIENTO Y",OTRO MUNICIPAL
76653725-1,"EMPRESA DE ASEOS Y MULTISERVICIOS ANA PATRICIA GUAJARDO COFRÉ, EMPRESA INDIVIDUA",OTRO MUNICIPAL
76653771-5,EMPRESA DE SERVICIOS Y SEGURIDAD PRIVADA  C&C   LIMITADA,OTRO MUNICIPAL
76653837-1,OBRAS-CIVILES -SEGURIDAD ARIEL BRIONES SALAZAR EMPRESA INDIVIDUAL DE RESPONSABIL,OTRO MUNICIPAL
76653940-8,SOCIEDAD EDUCACIONAL REINA NORTE LIMITADA,OTRO MUNICIPAL
76653981-5,CENTRO DE SALUD NADIRA SPA,OTRO MUNICIPAL
76654209-3,CENTRO INTEGRAL DE SALUD FAMILIAR GARRIDO LIMITADA,OTRO MUNICIPAL
76654324-3,ASEO Y ORNATO JG SPA,OTRO MUNICIPAL
76654396-0,EVENTOS DEPORTIVOS DEL NORTE VIDA Y SALUD LIMITADA,OTRO MUNICIPAL
76654432-0,COMERCIALIZADORA DE ARTICULOS DE SEGURIDAD INDUSTRIAL Y FERRETERIA SAAVEDRA Y SA,OTRO MUNICIPAL
76654436-3,SOCIEDAD DE PROFESIONALES SALUD INTEGRAL LIMITADA,OTRO MUNICIPAL
76654878-4,SEGURIDAD PATAGONIA SPA,OTRO MUNICIPAL
76654948-9,SEGURIDAD AMBIENTAL SPA,OTRO MUNICIPAL
76654980-2,SOC EDUCACIONAL KERIMA LTDA,OTRO MUNICIPAL
76655081-9,CAROLINA ANDREA ZAMORA TAPIA VENTA DE ARTICULOS DE ASEO  'EMPRESA INDIVIDUAL DE,OTRO MUNICIPAL
76655832-1,IRV EMPRESA DE SERVICIOS TRANSITORIOS SPA,OTRO MUNICIPAL
76656045-8,ASEO INDUSTRIAL Y SERVICIOS INHERENTES A LA SEGURIDAD PRIVADA FARFAN LIMITADA,OTRO MUNICIPAL
76656574-3,ALARMASEC SEGURIDAD ELECTRONICA LIMITADA,OTRO MUNICIPAL
76656576-K,PRESTADORA DE SERVICIOS DE LA SALUD GUERRA LIMITADA,OTRO MUNICIPAL
76657123-9,COMUNICARTE SERVICIOS SOCIALES Y DE SALUD SPA,OTRO MUNICIPAL
76657247-2,CAMARAS DE SEGURIDAD LUIS ENRIQUE MORENO OLIVARES E.I.R.L.,OTRO MUNICIPAL
76657400-9,SOCIEDAD INMOBILIARIA Y EDUCACIONAL SAN JUAN LIMITADA,OTRO MUNICIPAL
76657628-1,MARCO AURELIO ROJAS MARSHALL SERVICIOS DE ASEO DOMÉSTICOS E INDUSTRIALES EMPRESA,OTRO MUNICIPAL
76657744-K,MP SEGURIDAD INTEGRAL FLORENCIA GONZALEZ E.I.R.L.,OTRO MUNICIPAL
76657800-4,SOCIEDAD EDUCACIONAL BASICA DE A.C. LTDA.,OTRO MUNICIPAL
76657812-8,DISTRIBUIDORA DE ARTÍCULOS DE ASEO Y PERFUMERÍA DIANA PATRICIA RIVERA PINO E.I.R,OTRO MUNICIPAL
76657879-9,SEGURIDAD ELECTRÓNICA WEBCOMSTORE CHILE LIMITADA,OTRO MUNICIPAL
76658163-3,"ASESORÍA Y PRODUCCIÓN EN DEPORTES, RECREACIÓN Y ACTIVIDADES SALUDABLES PABLO SAG",OTRO MUNICIPAL
76658297-4,"JORGE TORO PAINEMAL ASESORIAS, INFORMATICA Y SEGURIDAD PRIVADA EMPRESA INDIVIDUA",OTRO MUNICIPAL
76658298-2,SIDLER SEGURIDAD SPA,OTRO MUNICIPAL
76658473-K,EMPRESA DE ASEO Y LIMPIEZA ROSA INES NUÑEZ CERDA E.I.R.L.,OTRO MUNICIPAL
76658901-4,CI SEGURIDAD SPA,OTRO MUNICIPAL
76658939-1,SEGURIDAD ANDRES HERNAN GALDAMES GALLEGOS E.I.R.L.,OTRO MUNICIPAL
76659126-4,INSTALACIÓN EQUIPOS SEGURIDAD  Y OBRAS MENORES EN CONSTRUCCIÓN  CARLOS AVILA FAR,OTRO MUNICIPAL
76659346-1,SOCIEDAD BIOSALUD MEDICO Y DENTAL SPA,OTRO MUNICIPAL
76659387-9,STI SEGURIDAD SPA,OTRO MUNICIPAL
76659922-2,ESUR SEGURIDAD INTEGRAL PRIVADA LIMITADA,OTRO MUNICIPAL
76659973-7,COMERCIALIZADORA DE ART.DE SEGURIDAD INDUSTRIAL RODRIGO RUIZ H. E.I.R.L.,OTRO MUNICIPAL
76660045-K,"SERVICIOS DE ASEO INDUSTRIAL,JAVIER ARIEL SILVA VERA EMPRESA INDIVIDUAL DE RESPO",OTRO MUNICIPAL
76660296-7,RICHARD SALUSTIO ARZOLA HORMAZABAL DESRATIZACION FUMIGACION SERVICIO DE ASEO EMP,OTRO MUNICIPAL
76660321-1,SERVICIOS MÉDICOS DOCSALUD SPA,OTRO MUNICIPAL
76660420-K,SOCIEDAD EDUCACIONAL E INVERSIONES VILENKA LTDA.,OTRO MUNICIPAL
76660456-0,CENTRO DE SALUD INTEGRAL SUBERCASEAUX SPA,OTRO MUNICIPAL
76660702-0,"BHOGA SALUD,  CENTRO DE ATENCIÓN ODONTOLÓGICA PAMELA POBLETE E.I.R.L.",OTRO MUNICIPAL
76660776-4,SEGPCI SEGURIDAD Y PROTECCIÓN CONTRA INCENDIOS SPA,OTRO MUNICIPAL
76660835-3,"VENTA E INSTALACION DE SITEMAS DE SEGURIDAD, LUCIANO ANDRES MEZA OJEDA, E.I.R.L.",OTRO MUNICIPAL
76661030-7,SOCIEDAD EDUCACIONAL CHILDREN'S WORLD LIMITADA,OTRO MUNICIPAL
76661904-5,SALUD MENTAL CHILE LIMITADA,OTRO MUNICIPAL
76661957-6,INVERSION Y SALUD SPA,OTRO MUNICIPAL
76661983-5,"EMPRESA DE SERVICIOS DE GUARDIAS Y SEGURIDAD , SERVICIOS DE INSTALACIÓN Y MONTAJ",OTRO MUNICIPAL
76662083-3,COMERCIALIZADORA  DE ARTICULOS DE SEGURIDAD AGRO Y FRUTOS DEL PAIS SPA,OTRO MUNICIPAL
76662621-1,JD SEGURIDAD INTEGRAL SPA,OTRO MUNICIPAL
76662860-5,SOCIEDAD EDUCACIONAL EDELWEISS LIMITADA,OTRO MUNICIPAL
76663072-3,ALVARO ALEXIS COFRE ZAMORANO FREE TIME SPORT  ACTIVIDAD FISICA Y SALUD  EMPRESA,OTRO MUNICIPAL
76663106-1,COMERCIALIZADORA DE PRODUCTOS DE ASEO NUÑEZ SPA,OTRO MUNICIPAL
76663560-1,KINESPORT SALUD LIMITADA,OTRO MUNICIPAL
76663711-6,SEGURIDAD DARIO RODRIGO LIRA COFRE E.I.R.L.,OTRO MUNICIPAL
76663742-6,COMERCIALIZADORA DE PRODUCTOS DE ASEO Y LIMPIEZA  LUIS CACERES  E.I.R.L.,OTRO MUNICIPAL
76663918-6,"CENTRO PODOLOGICO, ATENCIÓN PRIMARIA Y CAPACITACIÓN EN SALUD SPA",OTRO MUNICIPAL
76663922-4,SALUD INTEGRAL CENTRO SPA,OTRO MUNICIPAL
76664081-8,DIRECTA SEGURIDAD & TECNOLOGIA SPA,OTRO MUNICIPAL
76664112-1,SERVICIOS INTEGRALES DE SEGURIDAD E INFORMÁTICA INFRAROJO LIMITADA,OTRO MUNICIPAL
76664339-6,"OSCAR RODRIGO ROZAS GONZALEZ, SERVICIOS DE SEGURIDAD PRIVADA INTEGRAL E.I.R.L.",OTRO MUNICIPAL
76664420-1,SOCIEDAD EDUCACIONAL CRECER LIMITADA,OTRO MUNICIPAL
76665149-6,"MARCO SANDOVAL AREVALO ASEO, JARDINES, FLETES Y OTROS EMPRESA INDIVIDUAL DE RESP",OTRO MUNICIPAL
76665600-5,GESTION EDUCACIONAL AULA MAGNA LIMITADA,OTRO MUNICIPAL
76665825-3,CENTRO MÉDICO SALUD 7 LIMITADA,OTRO MUNICIPAL
76665983-7,ECOSALUD - ECOGRAFÍA Y SERVICIOS MÉDICOS SPA,OTRO MUNICIPAL
76665987-K,SERVICIOS DE SEGURIDAD SIC LIMITADA,OTRO MUNICIPAL
76666445-8,ROBERTO SEGUNDO ULLOA MARDONES LOA SEGURIDAD EMPRESA INDIVIDUAL DE RESPONSABILID,OTRO MUNICIPAL
76666584-5,SERVICIOS PROFESIONALES DE SALUD INTERNACIONAL LIMITADA,OTRO MUNICIPAL
76667809-2,COMERCIALIZADORA PRODUCTOS DE ASEO ABARROTES Y BAZAR  ARTURO YANIN   MEDINA  FLO,OTRO MUNICIPAL
76668048-8,SOCIEDAD EDUCACIONAL AITUÉ LIMITADA,OTRO MUNICIPAL
76668067-4,SERVICIOS LIMPIEZA Y ASEO YOLANDA VICENCIO E.I.R.L.,OTRO MUNICIPAL
76668416-5,"SOCIEDAD DE MANTENCION DE  AREAS VERDES, ASEO Y HORNATO JARDINES AIRE VERDE LIMI",OTRO MUNICIPAL
76668570-6,TRANSPORTES TRANSALUD LIMITADA,OTRO MUNICIPAL
76668653-2,SERVICIOS DE SALUD ESTÉTICA SPA,OTRO MUNICIPAL
76668698-2,CENTRO DE SALUD PORTALES LIMITADA,OTRO MUNICIPAL
76669213-3,DISTRIBUIDORA SEGURIDAD INDUSTRIAL PAULINA CAMPOS AMESTICA  EMPRESA INDIVIDUAL D,OTRO MUNICIPAL
76669458-6,SANITIZACIÓN Y SALUD DOMICILIARIA SPA,OTRO MUNICIPAL
76669568-K,SALUD Y ESTETICA DERMOSKIN SPA,OTRO MUNICIPAL
76669951-0,SEGURIDAD PRIVADA INTEGRAL ANDRES JOSE PEREZ TERAN E.I.R.L.,OTRO MUNICIPAL
76670016-0,CULTURA SALUDABLE SPA,OTRO MUNICIPAL
76670019-5,SALUD E IMAGEN  LIMITADA,OTRO MUNICIPAL
76670141-8,ACTIVIDADES RELACIONADAS CON LA SALUD HUMANA ROSE MERY HERNANDEZ GARCIA EMPRESA,OTRO MUNICIPAL
76670173-6,A&V SERVICIOS INTEGRALES DE SEGURIDAD Y COMPAÑIA LIMITADA,OTRO MUNICIPAL
76670183-3,RV SEGURIDAD SPA,OTRO MUNICIPAL
76670277-5,VICTOR HUGO BASTIAS ORELLANA SERVICIOS DE SEGURIDAD INTEGRALES E.I.R.L.,OTRO MUNICIPAL
76670710-6,SERVICIOS DE ASEO Y MANTENCION PURE CLEAN LTDA,OTRO MUNICIPAL
76671536-2,PIZZERIA VILLA PEREZ ARANGUE TRANSITO E.I.R.L.,OTRO MUNICIPAL
76671567-2,"SERVICIOS INTEGRALES DE INGENIERÍA, SEGURIDAD Y PROTECCIÓN CONTRA CAÍDAS INGFAPR",OTRO MUNICIPAL
76671580-K,LUIS F GUEVARA STEPHENS ASESORIAS EDUCACIONALES Y OTRAS EIRL,OTRO MUNICIPAL
76671641-5,"ASESORÍAS EN SEGURIDAD, HIGIENE Y SALUD OCUPACIONAL GIOMARA SALAZAR BARAHONA E.I",OTRO MUNICIPAL
76671678-4,"SERVICIOS EDUCACIONALES, ASESORIAS EDUCACIONALES, INVESTIGACIÓN Y DESARROLLO JOS",OTRO MUNICIPAL
76671723-3,SEGURIDAD DANIELA VERGARA E.I.R.L.,OTRO MUNICIPAL
76672260-1,"PATRICIA MENDOZA,PRESTACION DE SERVICIOS EN SALUD LIMITADA",OTRO MUNICIPAL
76672371-3,ALMMA PRODUCTOS SALUDABLES SPA,OTRO MUNICIPAL
76672788-3,CRISTIAN CORONADO DIAZ SEGURIDAD ELECTRÓNICA EMPRESA INDIVIDUAL DE RESPONSABILID,OTRO MUNICIPAL
76672933-9,GRUPO CFG SEGURIDAD Y ASEO SPA,OTRO MUNICIPAL
76673366-2,"VENTA DE PRODUCTOS DE SEGURIDAD INDUSTRIAL,  ASEO INDUSTRIAL, SEGURIDAD EN ALTUR",OTRO MUNICIPAL
76673705-6,FLORDESALUD SPA,OTRO MUNICIPAL
76673760-9,SOCIEDAD EDUCACIONAL FUNDADORES LIMITADA,OTRO MUNICIPAL
76674661-6,"ASEO, MANTENCIÓN Y SERVICIOS DE OBRAS MENORES  IVETTE DAYANA TORRES RIFO E.I.R.L",OTRO MUNICIPAL
76674673-K,SERVICIO DE ASEO INDUSTRIAL MARISOL DEL PILAR VIDELA FREDES E.I.R.L.,OTRO MUNICIPAL
76674687-K,AGENCIA DE SEGURIDAD PRIVADA B&T LIMITADA,OTRO MUNICIPAL
76674703-5,SEGURIDAD Y SERVICIOS ELECTRICOS EFENS PRO LIMITADA,OTRO MUNICIPAL
76675083-4,ANGELO TAHA SERVICIOS INTEGRALES EN TELECOMUNICACIONES Y SISTEMAS DE SEGURIDAD E,OTRO MUNICIPAL
76675148-2,SALUD DENTAL Y LABORATORIO FRESIA ANTONIETA JORQUERA RAMIREZ E.I.R.L.,OTRO MUNICIPAL
76675221-7,SALUD E IMAGEN MÉDICA SPA,OTRO MUNICIPAL
76675546-1,SERVICIOS MEDICOS  Y EDUCACIONALES DOCTOR MARCO GONZALEZ SPA,OTRO MUNICIPAL
76675550-K,CENTRO EDUCACIONAL LIFE SUPPORT  LIMITADA,OTRO MUNICIPAL
76675708-1,"SARA LUCIANA VARELA CAAMAÑO, FERRETERIA Y PRODUCTOS DE SEGURIDAD E.I.R.L.",OTRO MUNICIPAL
76675720-0,SOCIEDAD EDUCACIONAL ANTILLANCA S.A.,OTRO MUNICIPAL
76675751-0,MAGNA  SEGURIDAD LIMITADA,OTRO MUNICIPAL
76675925-4,COMERCIALIZADORA DE PRODUCTOS SALUDABLES Y FABRICACIONES ARTESANALES VALENTINA M,OTRO MUNICIPAL
76676215-8,SOCIEDAD EDUCACIONAL CORDILLERA LIMITADA,OTRO MUNICIPAL
76676260-3,SOCIEDAD EDUCACIONAL DEL VALLE LIMITADA,OTRO MUNICIPAL
76676480-0,ARANGUIZ Y COMPANIA LIMITADA SERV.DE SALUD EDUC.Y GESTION,OTRO MUNICIPAL
76676920-9,SECRI SEGURIDAD PRIVADA SPA,OTRO MUNICIPAL
76677365-6,PRT SEGURIDAD SPA,OTRO MUNICIPAL
76677441-5,"RINALDO TAMBURRINO CASTRO,  ASEO INDUSTRIAL SEMI INDUSTRIAL Y DOMICILIARIO EMPRE",OTRO MUNICIPAL
76677615-9,COMERCIALIZADORA Y SERVICIO DE SALUD LAUTARO LIMITADA,OTRO MUNICIPAL
76678039-3,SALUD Y BIENESTAR SPA,OTRO MUNICIPAL
76678226-4,ANGIE SEGOVIA SERVICIOS RELACIONADOS CON LA SALUD HUMANA  E.I.R.L.,OTRO MUNICIPAL
76678345-7,SOCIEDAD EN SERVICIOS DE SEGURIDAD KÁRMIN CHILE SPA,OTRO MUNICIPAL
76678774-6,CAPACITACIONES E INVERSIONES EDUCACIONALES LIMITADA,OTRO MUNICIPAL
76678801-7,VENTA DE ARTÍCULOS DE SEGURIDAD PAULA PATRICIA MUÑOZ GARRIDO E.I.R.L.,OTRO MUNICIPAL
76679283-9,"DISTRIBUIDORA DE CARBON, PRODUCTOS AGRICOLAS Y ARTICULOS DE ASEO SANTA MONICA LI",OTRO MUNICIPAL
76679363-0,V.V SEGURIDAD SPA,OTRO MUNICIPAL
76679383-5,SEGURIDAD SAKAL LIMITADA,OTRO MUNICIPAL
76679556-0,COMERCIALIZADORA DE ARTICULOS BIODEGRADABLES DE ASEO SPA,OTRO MUNICIPAL
76679617-6,LACE EDUCACION SPA,OTRO MUNICIPAL
76679677-K,FERRETERÍA Y ARTÍCULOS DE ASEO FRANCISCO ANTONIO SEPÚLVEDA POBLETE EMPRESA INDIV,OTRO MUNICIPAL
76680235-4,SEGURIDAD JAVIER IGNACIO ESPINA ROSSEL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIM,OTRO MUNICIPAL
76680520-5,SOCIEDAD DE EDUCACION RAYUN LIMITADA,OTRO MUNICIPAL
76680575-2,ECONOSEGURIDAD SPA,OTRO MUNICIPAL
76680995-2,SERVICIOS DE SALUD  ALMATEA  LIMITADA,OTRO MUNICIPAL
76681270-8,SOCIEDAD EDUCACIONAL SIMON BOLIVAR LIMITADA,OTRO MUNICIPAL
76681333-K,MARIA DE LA FUENTE DISTRIBUIDORA DE PRODUCTOS DE ASEO E.I.R.L.,OTRO MUNICIPAL
76681409-3,DEPARTAMENTOS AMOBLADOS PONTONI PEDRO PEREZ PONTONI E.I.R.L.,OTRO MUNICIPAL
76681545-6,SERVICIOS DE ASEO GABRIEL TIMOTEO URRA OÑATE EMPRESA INDIVIDUAL DE RESPONSABILID,OTRO MUNICIPAL
76681695-9,SERVICIOS INTEGRALES DE PAISAJISMO Y ASEO INDUSTRIAL NAGUAYAN LIMITADA,OTRO MUNICIPAL
76681896-K,EMPRESA DE SERVICIOS TRANSITORIOS SPA,OTRO MUNICIPAL
76681905-2,SEGURIDAD PREVENTIVA SPA,OTRO MUNICIPAL
76681938-9,SEGURIDAD Y SERVICIOS FRANCISCO TASSARA HERNANDEZ E.I.R.L.,OTRO MUNICIPAL
76682115-4,SEGURIDAD ELECTRONICA HECTOR  EDUARDO LOPEZ GUTIERREZ  E.I.R.L.,OTRO MUNICIPAL
76682152-9,SP SERVICIOS Y SEGURIDAD SPA,OTRO MUNICIPAL
76682272-K,FACESALUD SPA,OTRO MUNICIPAL
76682284-3,TODO ASEO PUCON SPA,OTRO MUNICIPAL
76682372-6,AZ SEGURIDAD SPA,OTRO MUNICIPAL
76682520-6,SERVICIOS EDUCACIONALES ORION LIMITADA,OTRO MUNICIPAL
76682707-1,ALMACÉN FARMACÉUTICO LONQUISALUDABLE LIMITADA,OTRO MUNICIPAL
76682789-6,VIGILANCIA Y SEGURIDAD MANTENCIÓN Y DESARROLLO LIMITADA,OTRO MUNICIPAL
76683030-7,SERVICIOS DE SEGURIDAD PRIVADA WACHE KORPS LIMITADA,OTRO MUNICIPAL
76683583-K,LABORATORIO BIODATA SALUD SPA,OTRO MUNICIPAL
76683647-K,SEGURIDAD CAS LIMITADA,OTRO MUNICIPAL
76683767-0,ODONTOLOGIA Y SALUD ALTAGRACIA LIMITADA,OTRO MUNICIPAL
76684291-7,ACM INGENIERIA - SEGURIDAD SPA,OTRO MUNICIPAL
76684308-5,SISTEMA DE SEGURIDAD INDUSTRIAL DISEÑO Y MANTENCION EN SEGURIDAD VALENTIN PATIÑO,OTRO MUNICIPAL
